stream server start
2024/09/22 09:01:51 [-C---]          0 B       0 bps 
2024/09/22 09:21:41 [CC---]    1525987 B   10066 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:21:46 [CC---]    1532490 B   10095 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:21:51 [CC---]    1538969 B   10078 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:21:56 [CC---]    1545440 B   10041 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:01 [CC---]    1551927 B   10078 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:06 [CC---]    1558406 B   10078 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:11 [CC---]    1564837 B    9973 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:16 [CC---]    1571300 B   10041 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:21 [CC---]    1577747 B    9978 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:26 [CC---]    1584210 B   10036 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:31 [CC---]    1590609 B    9914 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:36 [CC---]    1597072 B   10031 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:41 [CC---]    1603543 B   10026 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:46 [CC---]    1610022 B   10041 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:51 [CC---]    1616509 B   10095 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:22:56 [CC---]    1623012 B   10100 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:01 [CC---]    1629507 B   15553 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:06 [CC---]    1636010 B    8980 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:11 [CC---]    1642497 B   15585 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:16 [CC---]    1648992 B   14034 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:21 [CC---]    1655487 B   10508 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:26 [CC---]    1661974 B   10100 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:31 [CC---]    1668421 B   10449 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:36 [CC---]    1674844 B    9909 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:41 [CC---]    1681275 B   10487 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:46 [CC---]    1687722 B   10031 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:51 [CC---]    1694217 B   10545 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:23:56 [CC---]    1700720 B   10100 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:01 [CC---]    1707075 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:06 [CC---]    1713385 B    9768 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:11 [CC---]    1719703 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:16 [CC---]    1726021 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:21 [CC---]    1732323 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:26 [CC---]    1738633 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:31 [CC---]    1744911 B   10186 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:36 [CC---]    1751189 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:41 [CC---]    1757467 B   10171 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:46 [CC---]    1763745 B    9741 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:51 [CC---]    1770023 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:24:56 [CC---]    1776301 B    9737 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:01 [CC---]    1782579 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:06 [CC---]    1788857 B    9737 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:11 [CC---]    1795135 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:16 [CC---]    1801413 B    9756 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:21 [CC---]    1807691 B   10171 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:26 [CC---]    1813969 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:31 [CC---]    1820247 B   10166 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:36 [CC---]    1826525 B    9756 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:41 [CC---]    1832803 B   10186 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:46 [CC---]    1839081 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:51 [CC---]    1845359 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:25:56 [CC---]    1851637 B    9732 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:01 [CC---]    1857915 B   10191 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:06 [CC---]    1864193 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:11 [CC---]    1870471 B   10171 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:16 [CC---]    1876749 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:21 [CC---]    1883035 B   10176 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:26 [CC---]    1889345 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:31 [CC---]    1895655 B   10229 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:36 [CC---]    1901965 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:41 [CC---]    1908275 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:46 [CC---]    1914593 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:51 [CC---]    1920903 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:26:56 [CC---]    1927205 B    9764 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:01 [CC---]    1933523 B    9840 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:06 [CC---]    1939841 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:11 [CC---]    1946159 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:16 [CC---]    1952477 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:21 [CC---]    1958779 B    9737 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:26 [CC---]    1965081 B    9778 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:31 [CC---]    1971383 B    9768 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:36 [CC---]    1977701 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:41 [CC---]    1984003 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:46 [CC---]    1990321 B    9795 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:51 [CC---]    1996639 B    9820 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:27:56 [CC---]    2002949 B    9764 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:01 [CC---]    2009267 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:06 [CC---]    2015577 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:11 [CC---]    2021895 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:16 [CC---]    2028205 B    9783 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:21 [CC---]    2034515 B    8657 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:26 [CC---]    2040833 B   15135 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:31 [CC---]    2047151 B    4905 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:36 [CC---]    2053469 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:41 [CC---]    2059787 B   13592 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:46 [CC---]    2066097 B   10244 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:51 [CC---]    2072407 B    9783 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:28:56 [CC---]    2078685 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:01 [CC---]    2084963 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:06 [CC---]    2091241 B   10161 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:11 [CC---]    2097519 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:16 [CC---]    2103797 B   10196 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:21 [CC---]    2110099 B    9825 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:26 [CC---]    2116401 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:31 [CC---]    2122695 B    9773 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:36 [CC---]    2129013 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:41 [CC---]    2135307 B   13585 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:46 [CC---]    2141617 B   10229 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:51 [CC---]    2147927 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:29:56 [CC---]    2154245 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:01 [CC---]    2160563 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:06 [CC---]    2166881 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:11 [CC---]    2173199 B    9820 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:16 [CC---]    2179509 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:21 [CC---]    2184488 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:26 [CC---]    2192145 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:31 [CC---]    2198463 B    9820 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:36 [CC---]    2204781 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:41 [CC---]    2211099 B    9820 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:46 [CC---]    2217409 B   10203 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:51 [CC---]    2223719 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:30:56 [CC---]    2230029 B   10218 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:01 [CC---]    2236347 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:06 [CC---]    2242657 B   10250 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:11 [CC---]    2248975 B    9795 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:16 [CC---]    2255293 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:21 [CC---]    2261587 B    9783 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:26 [CC---]    2267865 B   10181 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:31 [CC---]    2274143 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:36 [CC---]    2280421 B   10186 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:41 [CC---]    2286699 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:46 [CC---]    2292977 B   10186 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:51 [CC---]    2299255 B    9741 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:31:56 [CC---]    2305533 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:01 [CC---]    2311811 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:06 [CC---]    2318089 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:11 [CC---]    2324367 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:16 [CC---]    2330645 B    9741 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:21 [CC---]    2336923 B    9741 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:26 [CC---]    2343201 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:31 [CC---]    2349458 B    9648 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:36 [CC---]    2355744 B    9746 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:41 [CC---]    2362054 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:46 [CC---]    2368364 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:51 [CC---]    2374674 B    9783 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:32:56 [CC---]    2380992 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:01 [CC---]    2387302 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:06 [CC---]    2393612 B    9773 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:11 [CC---]    2399930 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:16 [CC---]    2406248 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:21 [CC---]    2412566 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:26 [CC---]    2418884 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:31 [CC---]    2425194 B    9783 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:36 [CC---]    2431496 B    9737 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:41 [CC---]    2437806 B    8685 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:46 [CC---]    2444108 B    8693 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:51 [CC---]    2450426 B   15165 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:33:56 [CC---]    2456736 B   14683 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:01 [CC---]    2463038 B   10223 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:06 [CC---]    2469356 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:11 [CC---]    2475666 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:16 [CC---]    2481984 B    9795 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:21 [CC---]    2488294 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:26 [CC---]    2494604 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:31 [CC---]    2500906 B   10213 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:36 [CC---]    2507224 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:41 [CC---]    2513526 B   10260 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:46 [CC---]    2519836 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:51 [CC---]    2526138 B   10250 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:34:56 [CC---]    2532456 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:01 [CC---]    2538774 B   10250 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:06 [CC---]    2545092 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:11 [CC---]    2551402 B   10208 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:16 [CC---]    2557704 B    9741 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:21 [CC---]    2564022 B   10265 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:26 [CC---]    2570340 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:31 [CC---]    2576658 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:36 [CC---]    2582968 B    9795 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:41 [CC---]    2589286 B   10229 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:46 [CC---]    2595596 B    9795 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:51 [CC---]    2601906 B   10213 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:35:56 [CC---]    2608216 B    9815 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:01 [CC---]    2614526 B   10250 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:06 [CC---]    2620836 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:11 [CC---]    2627146 B   10255 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:16 [CC---]    2633448 B    9773 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:21 [CC---]    2639766 B   10250 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:26 [CC---]    2646068 B    9727 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:31 [CC---]    2652386 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:36 [CC---]    2658704 B   14701 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:41 [CC---]    2665022 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:46 [CC---]    2671332 B    9778 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:51 [CC---]    2677642 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:36:56 [CC---]    2683944 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:01 [CC---]    2690262 B   10255 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:06 [CC---]    2696572 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:11 [CC---]    2702882 B   10265 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:16 [CC---]    2709192 B    9768 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:21 [CC---]    2715510 B   10245 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:26 [CC---]    2721828 B    9825 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:31 [CC---]    2728146 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:36 [CC---]    2734464 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:41 [CC---]    2740782 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:46 [CC---]    2747100 B    9820 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:51 [CC---]    2753410 B    9773 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:37:56 [CC---]    2759728 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:01 [CC---]    2766022 B    9751 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:06 [CC---]    2772340 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:11 [CC---]    2778658 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:16 [CC---]    2784968 B    9810 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:21 [CC---]    2791286 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:26 [CC---]    2797604 B    9800 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:31 [CC---]    2803922 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:36 [CC---]    2810208 B    9732 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:41 [CC---]    2816494 B    9737 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:46 [CC---]    2822804 B    9805 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:51 [CC---]    2829098 B    9788 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:38:56 [CC---]    2835416 B   14701 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:01 [CC---]    2841718 B    9788 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:06 [CC---]    2848036 B   10932 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:11 [CC---]    2854354 B   10921 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:16 [CC---]    2860672 B   10240 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:21 [CC---]    2866974 B   14683 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:26 [CC---]    2873276 B    8662 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:31 [CC---]    2879586 B    9773 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:36 [CC---]    2885904 B   10235 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:41 [CC---]    2892222 B   13599 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:46 [CC---]    2898540 B   10229 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:51 [CC---]    2904858 B    9825 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:39:56 [CC---]    2911160 B   10213 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:01 [CC---]    2917589 B   10095 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:06 [CC---]    2924076 B   10503 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:11 [CC---]    2930571 B    6166 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:16 [CC---]    2937074 B   10529 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:21 [CC---]    2943569 B   10105 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:26 [CC---]    2950072 B   10535 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:31 [CC---]    2956575 B   10105 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:36 [CC---]    2963078 B   10529 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:41 [CC---]    2969573 B   10110 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:46 [CC---]    2976068 B   10503 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:51 [CC---]    2982563 B   10093 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:40:56 [CC---]    2989050 B   10513 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:01 [CC---]    2995553 B   10110 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:06 [CC---]    3002040 B   10460 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:11 [CC---]    3008527 B   10105 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:16 [CC---]    3015022 B   10535 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:21 [CC---]    3021525 B   10115 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:26 [CC---]    3028028 B   10556 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:31 [CC---]    3034531 B   10125 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:36 [CC---]    3041034 B   10566 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:41 [CC---]    3047537 B   10115 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:46 [CC---]    3054032 B   10556 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:51 [CC---]    3060535 B   10120 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:41:56 [CC---]    3067022 B   10513 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
2024/09/22 09:42:01 [CC---]    3073517 B   10063 bps (0) www.gnssdata.or.kr/YONS-RTCM32 
