X-axis,Y-axis,Link
9.0,0.0,0
9.090909090909092,0.0,0
9.181818181818182,0.0,0
9.272727272727273,0.0,0
9.363636363636363,0.0,0
9.454545454545455,0.0,0
9.545454545454545,0.0,0
9.636363636363637,0.0,0
9.727272727272727,0.0,0
9.818181818181818,0.0,0
10.0,0.0,0
10.0,0.09090909090909091,0
10.0,0.18181818181818182,0
10.0,0.2727272727272727,0
10.0,0.36363636363636365,0
10.0,0.4545454545454546,0
10.0,0.5454545454545454,0
10.0,0.6363636363636364,0
10.0,0.7272727272727273,0
10.0,0.8181818181818182,0
10.0,1.0,1
10.0,1.0909090909090908,1
10.0,1.1818181818181819,1
10.0,1.2727272727272727,1
10.0,1.3636363636363638,1
10.0,1.4545454545454546,1
10.0,1.5454545454545454,1
10.0,1.6363636363636362,1
10.0,1.7272727272727273,1
10.0,1.8181818181818183,1
10.0,2.0,1
10.0,2.090909090909091,1
10.0,2.1818181818181817,1
10.0,2.2727272727272725,1
10.0,2.3636363636363638,1
10.0,2.4545454545454546,1
10.0,2.5454545454545454,1
10.0,2.6363636363636362,1
10.0,2.7272727272727275,1
10.0,2.8181818181818183,1
10.0,3.0,1
10.0,3.090909090909091,1
10.0,3.1818181818181817,1
10.0,3.2727272727272725,1
10.0,3.3636363636363638,1
10.0,3.4545454545454546,1
10.0,3.5454545454545454,1
10.0,3.6363636363636362,1
10.0,3.7272727272727275,1
10.0,3.8181818181818183,1
10.0,4.0,1
10.0,4.090909090909091,1
10.0,4.181818181818182,1
10.0,4.2727272727272725,1
10.0,4.363636363636363,1
10.0,4.454545454545455,1
10.0,4.545454545454545,1
10.0,4.636363636363637,1
10.0,4.7272727272727275,1
10.0,4.818181818181818,1
10.0,5.0,1
10.0,5.090909090909091,1
10.0,5.181818181818182,1
10.0,5.2727272727272725,1
10.0,5.363636363636363,1
10.0,5.454545454545455,1
10.0,5.545454545454545,1
10.0,5.636363636363637,1
10.0,5.7272727272727275,1
10.0,5.818181818181818,1
10.0,6.0,1
10.0,6.090909090909091,1
10.0,6.181818181818182,1
10.0,6.2727272727272725,1
10.0,6.363636363636363,1
10.0,6.454545454545455,1
10.0,6.545454545454545,1
10.0,6.636363636363637,1
10.0,6.7272727272727275,1
10.0,6.818181818181818,1
10.0,7.0,1
10.0,7.090909090909091,1
10.0,7.181818181818182,1
10.0,7.2727272727272725,1
10.0,7.363636363636363,1
10.0,7.454545454545455,1
10.0,7.545454545454545,1
10.0,7.636363636363637,1
10.0,7.7272727272727275,1
10.0,7.818181818181818,1
10.0,8.0,1
10.0,8.090909090909092,1
10.0,8.181818181818182,1
10.0,8.272727272727273,1
10.0,8.363636363636363,1
10.0,8.454545454545455,1
10.0,8.545454545454545,1
10.0,8.636363636363637,1
10.0,8.727272727272727,1
10.0,8.818181818181818,1
10.0,9.0,1
10.0,9.090909090909092,1
10.0,9.181818181818182,1
10.0,9.272727272727273,1
10.0,9.363636363636363,1
10.0,9.454545454545455,1
10.0,9.545454545454545,1
10.0,9.636363636363637,1
10.0,9.727272727272727,1
10.0,9.818181818181818,1
10.0,10.0,1
9.909090909090908,10.0,1
9.818181818181818,10.0,1
9.727272727272727,10.0,1
9.636363636363637,10.0,1
9.545454545454545,10.0,1
9.454545454545455,10.0,1
9.363636363636363,10.0,1
9.272727272727273,10.0,1
9.181818181818182,10.0,1
9.0,10.0,2
8.909090909090908,10.0,2
8.818181818181818,10.0,2
8.727272727272727,10.0,2
8.636363636363637,10.0,2
8.545454545454545,10.0,2
8.454545454545455,10.0,2
8.363636363636363,10.0,2
8.272727272727273,10.0,2
8.181818181818182,10.0,2
8.0,10.0,2
7.909090909090909,10.0,2
7.818181818181818,10.0,2
7.7272727272727275,10.0,2
7.636363636363637,10.0,2
7.545454545454545,10.0,2
7.454545454545455,10.0,2
7.363636363636363,10.0,2
7.2727272727272725,10.0,2
7.181818181818182,10.0,2
7.0,10.0,2
6.909090909090909,10.0,2
6.818181818181818,10.0,2
6.7272727272727275,10.0,2
6.636363636363637,10.0,2
6.545454545454545,10.0,2
6.454545454545455,10.0,2
6.363636363636363,10.0,2
6.2727272727272725,10.0,2
6.181818181818182,10.0,2
6.0,10.0,2
5.909090909090909,10.0,2
5.818181818181818,10.0,2
5.7272727272727275,10.0,2
5.636363636363637,10.0,2
5.545454545454545,10.0,2
5.454545454545455,10.0,2
5.363636363636363,10.0,2
5.2727272727272725,10.0,2
5.181818181818182,10.0,2
5.0,10.0,2
4.909090909090909,10.0,2
4.818181818181818,10.0,2
4.7272727272727275,10.0,2
4.636363636363637,10.0,2
4.545454545454545,10.0,2
4.454545454545455,10.0,2
4.363636363636363,10.0,2
4.2727272727272725,10.0,2
4.181818181818182,10.0,2
4.0,10.0,2
3.909090909090909,10.0,2
3.8181818181818183,10.0,2
3.7272727272727275,10.0,2
3.6363636363636362,10.0,2
3.5454545454545454,10.0,2
3.4545454545454546,10.0,2
3.3636363636363638,10.0,2
3.2727272727272725,10.0,2
3.1818181818181817,10.0,2
3.0,10.0,2
2.909090909090909,10.0,2
2.8181818181818183,10.0,2
2.7272727272727275,10.0,2
2.6363636363636362,10.0,2
2.5454545454545454,10.0,2
2.4545454545454546,10.0,2
2.3636363636363638,10.0,2
2.2727272727272725,10.0,2
2.1818181818181817,10.0,2
2.0,10.0,2
1.9090909090909092,10.0,2
1.8181818181818181,10.0,2
1.7272727272727273,10.0,2
1.6363636363636362,10.0,2
1.5454545454545454,10.0,2
1.4545454545454546,10.0,2
1.3636363636363638,10.0,2
1.2727272727272727,10.0,2
1.1818181818181817,10.0,2
1.0,10.0,2
0.9090909090909091,10.0,2
0.8181818181818181,10.0,2
0.7272727272727273,10.0,2
0.6363636363636364,10.0,2
0.5454545454545454,10.0,2
0.4545454545454546,10.0,2
0.36363636363636365,10.0,2
0.2727272727272727,10.0,2
0.18181818181818177,10.0,2
0.0,10.0,3
0.0,9.909090909090908,3
0.0,9.818181818181818,3
0.0,9.727272727272727,3
0.0,9.636363636363637,3
0.0,9.545454545454545,3
0.0,9.454545454545455,3
0.0,9.363636363636363,3
0.0,9.272727272727273,3
0.0,9.181818181818182,3
0.0,9.0,3
0.0,8.909090909090908,3
0.0,8.818181818181818,3
0.0,8.727272727272727,3
0.0,8.636363636363637,3
0.0,8.545454545454545,3
0.0,8.454545454545455,3
0.0,8.363636363636363,3
0.0,8.272727272727273,3
0.0,8.181818181818182,3
0.0,8.0,3
0.0,7.909090909090909,3
0.0,7.818181818181818,3
0.0,7.7272727272727275,3
0.0,7.636363636363637,3
0.0,7.545454545454545,3
0.0,7.454545454545455,3
0.0,7.363636363636363,3
0.0,7.2727272727272725,3
0.0,7.181818181818182,3
0.0,7.0,3
0.0,6.909090909090909,3
0.0,6.818181818181818,3
0.0,6.7272727272727275,3
0.0,6.636363636363637,3
0.0,6.545454545454545,3
0.0,6.454545454545455,3
0.0,6.363636363636363,3
0.0,6.2727272727272725,3
0.0,6.181818181818182,3
0.0,6.0,3
0.0,5.909090909090909,3
0.0,5.818181818181818,3
0.0,5.7272727272727275,3
0.0,5.636363636363637,3
0.0,5.545454545454545,3
0.0,5.454545454545455,3
0.0,5.363636363636363,3
0.0,5.2727272727272725,3
0.0,5.181818181818182,3
0.0,5.0,3
0.0,4.909090909090909,3
0.0,4.818181818181818,3
0.0,4.7272727272727275,3
0.0,4.636363636363637,3
0.0,4.545454545454545,3
0.0,4.454545454545455,3
0.0,4.363636363636363,3
0.0,4.2727272727272725,3
0.0,4.181818181818182,3
0.0,4.0,3
0.0,3.909090909090909,3
0.0,3.8181818181818183,3
0.0,3.7272727272727275,3
0.0,3.6363636363636362,3
0.0,3.5454545454545454,3
0.0,3.4545454545454546,3
0.0,3.3636363636363638,3
0.0,3.2727272727272725,3
0.0,3.1818181818181817,3
0.0,3.0,3
0.0,2.909090909090909,3
0.0,2.8181818181818183,3
0.0,2.7272727272727275,3
0.0,2.6363636363636362,3
0.0,2.5454545454545454,3
0.0,2.4545454545454546,3
0.0,2.3636363636363638,3
0.0,2.2727272727272725,3
0.0,2.1818181818181817,3
0.0,2.0,3
0.0,1.9090909090909092,3
0.0,1.8181818181818181,3
0.0,1.7272727272727273,3
0.0,1.6363636363636362,3
0.0,1.5454545454545454,3
0.0,1.4545454545454546,3
0.0,1.3636363636363638,3
0.0,1.2727272727272727,3
0.0,1.1818181818181817,3
0.0,1.0,3
0.0,0.9090909090909091,3
0.0,0.8181818181818181,3
0.0,0.7272727272727273,3
0.0,0.6363636363636364,3
0.0,0.5454545454545454,3
0.0,0.4545454545454546,3
0.0,0.36363636363636365,3
0.0,0.2727272727272727,3
0.0,0.18181818181818177,3
0.0,0.0,3
