X-axis,Y-axis,Link
-0.3530817211466861,-0.9989055898387423,0
1.5846664686305523,-1.4270033075720616,0
3.522414658407791,-1.8551010253053808,0
5.460162848185029,-2.2831987430387,0
7.397911037962268,-2.711296460772019,0
9.335659227739505,-3.1393941785053383,0
11.273407417516744,-3.5674918962386575,0
13.211155607293982,-3.9955896139719767,0
15.14890379707122,-4.423687331705295,0
17.08665198684846,-4.8517850494386145,0
19.024400176625697,-5.279882767171934,0
20.962148366402936,-5.707980484905253,0
22.899896556180174,-6.136078202638572,0
24.837644745957412,-6.564175920371891,0
26.77539293573465,-6.99227363810521,0
28.71314112551189,-7.42037135583853,0
30.650889315289128,-7.848469073571849,0
32.588637505066366,-8.276566791305168,0
34.526385694843604,-8.704664509038487,0
36.46413388462084,-9.132762226771806,0
38.40188207439808,-9.560859944505125,0
40.33963026417532,-9.988957662238445,1
39.66289601850416,-12.034338405549189,1
38.98616177283301,-14.079719148859931,1
38.30942752716186,-16.125099892170674,1
37.6326932814907,-18.170480635481418,1
36.955959035819546,-20.215861378792162,1
36.27922479014839,-22.261242122102907,1
35.602490544477234,-24.30662286541365,1
34.925756298806085,-26.35200360872439,1
34.24902205313493,-28.397384352035136,1
33.57228780746377,-30.44276509534588,1
32.89555356179262,-32.48814583865662,1
32.21881931612147,-34.533526581967365,1
31.542085070450312,-36.57890732527811,1
30.865350824779156,-38.624288068588854,1
30.188616579108,-40.6696688118996,1
29.511882333436848,-42.71504955521034,1
28.835148087765692,-44.76043029852109,1
28.15841384209454,-46.80581104183183,1
27.481679596423383,-48.851191785142575,1
26.80494535075223,-50.89657252845332,1
26.128211105081075,-52.94195327176406,2
26.64943360462852,-53.692451714654496,2
27.17065610417597,-54.44295015754493,2
27.691878603723413,-55.19344860043535,2
28.21310110327086,-55.943947043325785,2
28.734323602818304,-56.69444548621622,2
29.255546102365752,-57.44494392910665,2
29.776768601913197,-58.19544237199708,2
30.297991101460642,-58.94594081488751,2
30.819213601008087,-59.69643925777794,2
31.340436100555536,-60.44693770066837,2
31.86165860010298,-61.197436143558804,2
32.382881099650426,-61.947934586449236,2
32.904103599197875,-62.69843302933967,2
33.425326098745316,-63.44893147223009,2
33.946548598292765,-64.19942991512053,2
34.46777109784021,-64.94992835801095,2
34.98899359738766,-65.70042680090138,2
35.5102160969351,-66.45092524379181,2
36.03143859648255,-67.20142368668225,2
36.55266109602999,-67.95192212957268,2
37.07388359557744,-68.70242057246311,3
